No,RCH,XRP,Brand,Claim,Spend,Split,Add_id,Gfk id,Occ_id,Channel,Company,Country,Product,Category,Duration,EPG name,Industry,Language,Airing day,Ad block id,Airing date,Airing time,Subcategory,ADScanner ID,Ads in block,EPG category,Occurance id,First or last,Airing daypart,Ad block duration,Position in block,Placement in block,Total ads in block,Position in block  ,Ad block net duration,Before / Within content
694,0.1612,0.1612,eBay ,Things.People.Love.,840,N/A,23179144,01231301,293802752,DMAX,eBay International,Germany,eBay ,Online Retailers,15,Lone Star Law - Die Gesetzeshüter von Texas,RETAILERS,,Wednesday,97696858,2025-12-03,13:07:57,Online Retailers,23179144_102515eBay InternationaleBay ,11,Lifestyle,293802752,None,13 - 17,06:26,Within,M,16,11,01:50,Within
703,0.2436,0.2436,eBay ,Things.People.Love.,1240,N/A,23192969,01241401,293805670,DMAX,eBay International,Germany,eBay ,Online Retailers,20,Fang des Lebens - Der gefährlichste Job Alaskas,RETAILERS,,Wednesday,97696861,2025-12-03,14:41:00,Online Retailers,23192969_122520eBay InternationaleBay ,12,Lifestyle,293805670,None,13 - 17,05:37,Within,M,15,12,01:25,Within
714,0.365,0.365,eBay ,Things.People.Love.,1620,N/A,23179157,01271603,293810617,DMAX,eBay International,Germany,eBay ,Online Retailers,20,Die Schatzsucher - Goldrausch in Alaska,RETAILERS,,Wednesday,97696865,2025-12-03,16:39:29,Online Retailers,23179157_102520eBay InternationaleBay ,15,Lifestyle,293810617,None,13 - 17,07:05,Within,M,22,15,00:40,Within
716,0.4112,0.4112,eBay ,Things.People.Love.,2200,N/A,23179157,01311701,293814160,DMAX,eBay International,Germany,eBay ,Online Retailers,20,Die Schatzsucher - Goldrausch in Alaska,RETAILERS,,Wednesday,97696866,2025-12-03,17:07:09,Online Retailers,23179157_102520eBay InternationaleBay ,10,Lifestyle,293814160,None,17 - 20,05:56,Within,M,20,10,01:45,Within
721,0.5016,0.5016,eBay ,Things.People.Love.,2680,N/A,23179110,01341808,293845172,DMAX,eBay International,Germany,eBay ,Online Retailers,20,Steel Buddies - Stahlharte Geschäfte,RETAILERS,,Wednesday,97696868,2025-12-03,18:08:08,Online Retailers,23179110_102520eBay InternationaleBay ,9,Documentary,293845172,None,17 - 20,03:40,Within,M,12,9,00:20,Within
728,0.3404,0.3404,eBay ,Things.People.Love.,4980,N/A,23179157,01442002,293822299,DMAX,eBay International,Germany,eBay ,Online Retailers,20,Kings Of Cash - Die Pfandleiher,RETAILERS,,Wednesday,97696872,2025-12-03,20:05:08,Online Retailers,23179157_102520eBay InternationaleBay ,4,Lifestyle,293822299,None,20 - 23,05:53,Within,M,16,4,01:15,Within
732,0.3874,0.3874,eBay ,Things.People.Love.,3735,N/A,23179144,01442003,293822284,DMAX,eBay International,Germany,eBay ,Online Retailers,15,Goldrausch: Macherey & Söhne,RETAILERS,,Wednesday,97696873,2025-12-03,20:38:20,Online Retailers,23179144_102515eBay InternationaleBay ,7,TV series,293822284,None,20 - 23,03:37,Within,M,11,7,01:35,Within
740,0.2457,0.2457,eBay ,Things.People.Love.,4320,N/A,23179144,01462103,293824866,DMAX,eBay International,Germany,eBay ,Online Retailers,15,Goldrausch: White Water Alaska,RETAILERS,,Wednesday,97696875,2025-12-03,21:28:42,Online Retailers,23179144_102515eBay InternationaleBay ,9,Lifestyle,293824866,None,20 - 23,05:42,Within,M,18,9,01:35,Within
746,0.2067,0.2067,eBay ,Things.People.Love.,4980,N/A,23179157,01442204,293828372,DMAX,eBay International,Germany,eBay ,Online Retailers,20,Goldtaucher der Beringsee,RETAILERS,,Wednesday,97696877,2025-12-03,22:27:36,Online Retailers,23179157_102520eBay InternationaleBay ,8,Lifestyle,293828372,None,20 - 23,04:33,Within,M,13,8,01:25,Within
749,0.1409,0.1409,eBay ,Things.People.Love.,2960,N/A,23192969,01362305,293832359,DMAX,eBay International,Germany,eBay ,Online Retailers,20,Legends Uncovered - Expedition ins Abenteuer,RETAILERS,,Wednesday,97696880,2025-12-03,23:50:15,Online Retailers,23192969_122520eBay InternationaleBay ,1,TV series,293832359,First,23 - 00,04:27,Within,A,11,1,01:00,Within
765,0.0361,0.0361,eBay ,Things.People.Love.,195,N/A,23179144,01091102,293664048,TLC,eBay International,Germany,eBay ,Online Retailers,15,Restaurant: Impossible,RETAILERS,,Monday   ,97685347,2025-12-01,11:19:35,Online Retailers,23179144_102515eBay InternationaleBay ,7,Lifestyle,293664048,None,11 - 13,06:33,Within,M,21,7,01:25,Within
789,0.0426,0.0426,eBay ,Things.People.Love.,540,N/A,23179157,01151404,293673320,TLC,eBay International,Germany,eBay ,Online Retailers,20,Judge Judy,RETAILERS,,Monday   ,97685354,2025-12-01,14:44:53,Online Retailers,23179157_102520eBay InternationaleBay ,16,Lifestyle,293673320,None,13 - 17,05:39,Within,M,20,16,01:05,Within
793,0.0535,0.0535,eBay ,Things.People.Love.,540,N/A,23192969,01151506,293676456,TLC,eBay International,Germany,eBay ,Online Retailers,20,Judge Judy,RETAILERS,,Monday   ,97685355,2025-12-01,15:06:37,Online Retailers,23192969_122520eBay InternationaleBay ,9,Lifestyle,293676456,None,13 - 17,06:56,Within,M,23,9,01:33,Within
804,0.099,0.099,eBay ,Things.People.Love.,620,N/A,23179157,01171605,293679055,TLC,eBay International,Germany,eBay ,Online Retailers,20,Hardcore Pawn - Das härteste Pfandhaus Detroits,RETAILERS,,Monday   ,97685358,2025-12-01,16:42:31,Online Retailers,23179157_102520eBay InternationaleBay ,6,Lifestyle,293679055,None,13 - 17,05:59,Within,M,21,6,01:00,Within
813,0.1511,0.1511,eBay ,Things.People.Love.,675,N/A,23179144,01211704,293682507,TLC,eBay International,Germany,eBay ,Online Retailers,15,Hardcore Pawn - Das härteste Pfandhaus Detroits,RETAILERS,,Monday   ,97685360,2025-12-01,17:43:14,Online Retailers,23179144_102515eBay InternationaleBay ,17,Lifestyle,293682507,None,17 - 20,06:55,Within,M,21,17,01:08,Within
822,0.1865,0.1865,eBay ,Things.People.Love.,1340,N/A,23179157,01251901,293689344,TLC,eBay International,Germany,eBay ,Online Retailers,20,Mein Leben mit 300 kg,RETAILERS,,Monday   ,97685363,2025-12-01,19:10:34,Online Retailers,23179157_102520eBay InternationaleBay ,4,Lifestyle,293689344,None,17 - 20,05:30,Within,M,18,4,02:00,Within
832,0.266,0.266,eBay ,Things.People.Love.,1620,N/A,23179110,01272001,293692517,TLC,eBay International,Germany,eBay ,Online Retailers,20,Mein Leben mit 300 kg,RETAILERS,,Monday   ,97685365,2025-12-01,20:07:15,Online Retailers,23179110_102520eBay InternationaleBay ,6,Lifestyle,293692517,None,20 - 23,04:48,Within,M,14,6,01:58,Within
844,0.0817,0.0817,eBay ,Things.People.Love.,1320,N/A,23179026,01282101,293696936,TLC,eBay International,Germany,eBay ,Online Retailers,15,Wild Wild Wedding,RETAILERS,,Monday   ,97685367,2025-12-01,21:06:42,Online Retailers,23179026_102515eBay InternationaleBay ,13,Lifestyle,293696936,None,20 - 23,08:27,Within,M,24,13,01:10,Within
852,0.0954,0.0954,eBay ,Things.People.Love.,1760,N/A,23179157,01282102,293696948,TLC,eBay International,Germany,eBay ,Online Retailers,20,Dating ohne Grenzen: Jagd nach Liebe,RETAILERS,,Monday   ,97685368,2025-12-01,21:35:04,Online Retailers,23179157_102520eBay InternationaleBay ,14,Lifestyle,293696948,None,20 - 23,06:29,Within,M,19,14,02:25,Within
902,0.0484,0.0484,eBay ,Things.People.Love.,540,N/A,23179157,01151302,293737888,TLC,eBay International,Germany,eBay ,Online Retailers,20,Die Albtraum(ver)mieter,RETAILERS,,Tuesday  ,97689998,2025-12-02,13:47:03,Online Retailers,23179157_102520eBay InternationaleBay ,5,Lifestyle,293737888,None,13 - 17,04:53,Within,M,18,5,01:20,Within
913,0.0448,0.0448,eBay ,Things.People.Love.,540,N/A,23192969,01151404,293740759,TLC,eBay International,Germany,eBay ,Online Retailers,20,Judge Judy,RETAILERS,,Tuesday  ,97690000,2025-12-02,14:44:02,Online Retailers,23192969_122520eBay InternationaleBay ,13,Lifestyle,293740759,None,13 - 17,04:28,Within,X,15,13,00:40,Within
922,0.1185,0.1185,eBay ,Things.People.Love.,620,N/A,23179157,01171605,293744937,TLC,eBay International,Germany,eBay ,Online Retailers,20,Hardcore Pawn - Das härteste Pfandhaus Detroits,RETAILERS,,Tuesday  ,97690004,2025-12-02,16:48:35,Online Retailers,23179157_102520eBay InternationaleBay ,3,Lifestyle,293744937,None,13 - 17,07:39,Within,C,22,3,00:40,Within
927,0.1388,0.1388,eBay ,Things.People.Love.,900,N/A,23179157,01211704,293750330,TLC,eBay International,Germany,eBay ,Online Retailers,20,Hardcore Pawn - Das härteste Pfandhaus Detroits,RETAILERS,,Tuesday  ,97690006,2025-12-02,17:51:32,Online Retailers,23179157_102520eBay InternationaleBay ,16,Lifestyle,293750330,None,17 - 20,07:36,Within,M,22,16,01:13,Within
945,0.1366,0.1366,eBay ,Things.People.Love.,1620,N/A,23179110,01272006,293760430,TLC,eBay International,Germany,eBay ,Online Retailers,20,Hautnah - Dermatologen im Einsatz,RETAILERS,,Tuesday  ,97690012,2025-12-02,20:38:16,Online Retailers,23179110_102520eBay InternationaleBay ,10,Lifestyle,293760430,None,20 - 23,03:32,Within,M,13,10,01:20,Within
951,0.1012,0.1012,eBay ,Things.People.Love.,1320,N/A,23179144,01282102,293764682,TLC,eBay International,Germany,eBay ,Online Retailers,15,Hautnah - Dermatologen im Einsatz,RETAILERS,,Tuesday  ,97690014,2025-12-02,21:24:50,Online Retailers,23179144_102515eBay InternationaleBay ,4,Lifestyle,293764682,None,20 - 23,05:09,Within,M,16,4,00:50,Within
962,0.0911,0.0911,eBay ,Things.People.Love.,1940,N/A,23179157,01292202,293767852,TLC,eBay International,Germany,eBay ,Online Retailers,20,Death by Fame,RETAILERS,,Tuesday  ,97690017,2025-12-02,22:52:29,Online Retailers,23179157_102520eBay InternationaleBay ,4,Documentary,293767852,None,20 - 23,04:17,Within,M,14,4,00:40,Within
972,0.0557,0.0557,eBay ,Things.People.Love.,1120,N/A,23179157,01230002,293773329,TLC,eBay International,Germany,eBay ,Online Retailers,20,Unheimliche Videos: Wahrheit oder Fake?,RETAILERS,,Wednesday,97696647,2025-12-03,00:28:44,Online Retailers,23179157_102520eBay InternationaleBay ,14,TV series,293773329,None,00 - 03,06:52,Within,M,17,14,00:55,Within
999,0.0549,0.0549,eBay ,Things.People.Love.,540,N/A,23192969,01151403,293806450,TLC,eBay International,Germany,eBay ,Online Retailers,20,Die Albtraum(ver)mieter,RETAILERS,,Wednesday,97696669,2025-12-03,14:17:04,Online Retailers,23192969_122520eBay InternationaleBay ,16,Lifestyle,293806450,None,13 - 17,05:31,Within,X,18,16,00:55,Within
1010,0.0773,0.0773,eBay ,Things.People.Love.,540,N/A,23179157,01151505,293807666,TLC,eBay International,Germany,eBay ,Online Retailers,20,Judge Judy,RETAILERS,,Wednesday,97696672,2025-12-03,15:38:57,Online Retailers,23179157_102520eBay InternationaleBay ,18,Lifestyle,293807666,None,13 - 17,05:20,Within,X,20,18,01:23,Within
1018,0.159,0.159,eBay ,Things.People.Love.,900,N/A,23179157,01211704,293815351,TLC,eBay International,Germany,eBay ,Online Retailers,20,Hardcore Pawn - Das härteste Pfandhaus Detroits,RETAILERS,,Wednesday,97696676,2025-12-03,17:44:12,Online Retailers,23179157_102520eBay InternationaleBay ,19,Lifestyle,293815351,None,17 - 20,07:50,Within,M,22,19,00:40,Within
1019,0.1532,0.1532,eBay ,Things.People.Love.,840,N/A,23193081,01231804,293842416,TLC,eBay International,Germany,eBay ,Online Retailers,15,Hardcore Pawn - Das härteste Pfandhaus Detroits,RETAILERS,,Wednesday,97696677,2025-12-03,18:08:17,Online Retailers,23193081_122515eBay InternationaleBay ,4,Lifestyle,293842416,None,17 - 20,03:40,Within,M,12,4,01:07,Within
1035,0.253,0.253,eBay ,Things.People.Love.,1620,N/A,23179110,01272001,293822311,TLC,eBay International,Germany,eBay ,Online Retailers,20,Mein Leben mit 300 kg,RETAILERS,,Wednesday,97696681,2025-12-03,20:10:07,Online Retailers,23179110_102520eBay InternationaleBay ,20,Lifestyle,293822311,Last,20 - 23,05:38,Within,Z,20,20,02:23,Within
1036,0.1641,0.1641,eBay ,Things.People.Love.,1620,N/A,23179157,01272006,293822326,TLC,eBay International,Germany,eBay ,Online Retailers,20,Dating ohne Grenzen: In 90 Tagen zum Altar,RETAILERS,,Wednesday,97696682,2025-12-03,20:36:15,Online Retailers,23179157_102520eBay InternationaleBay ,3,Lifestyle,293822326,None,20 - 23,04:14,Within,C,13,3,00:40,Within
1045,0.1409,0.1409,eBay ,Things.People.Love.,1320,N/A,23193081,01282104,293825400,TLC,eBay International,Germany,eBay ,Online Retailers,15,Dating ohne Grenzen: In 90 Tagen zum Altar,RETAILERS,,Wednesday,97696684,2025-12-03,21:31:19,Online Retailers,23193081_122515eBay InternationaleBay ,18,Lifestyle,293825400,None,20 - 23,05:39,Within,X,20,18,01:00,Within
1055,0.1272,0.1272,eBay ,Things.People.Love.,1940,N/A,23179157,01292202,293828426,TLC,eBay International,Germany,eBay ,Online Retailers,20,Evil - Gesichter des Bösen,RETAILERS,,Wednesday,97696687,2025-12-03,22:52:19,Online Retailers,23179157_102520eBay InternationaleBay ,9,TV series,293828426,None,20 - 23,05:26,Within,M,20,9,02:03,Within
554,0.008,0.008,eBay ,Things.People.Love.,280,N/A,23179157,01060602,293648505,COMEDY CENTRAL,eBay International,Germany,eBay ,Online Retailers,20,Most Ridiculous,RETAILERS,,Monday   ,97683949,2025-12-01,06:29:31,Online Retailers,23179157_102520eBay InternationaleBay ,11,TV series,293648505,Last,06 - 09,03:13,Within,Z,11,11,01:05,Within
579,0.0311,0.0311,eBay ,Things.People.Love.,440,N/A,23179157,01090909,293657301,COMEDY CENTRAL,eBay International,Germany,eBay ,Online Retailers,20,American Dad,RETAILERS,,Monday   ,97683956,2025-12-01,09:06:58,Online Retailers,23179157_102520eBay InternationaleBay ,10,TV series,293657301,Last,09 - 11,02:30,Within,Z,10,10,01:15,Within
594,0.0441,0.0441,eBay ,Things.People.Love.,520,N/A,23192969,01111219,293666635,COMEDY CENTRAL,eBay International,Germany,eBay ,Online Retailers,20,South Park,RETAILERS,,Monday   ,97683966,2025-12-01,12:42:10,Online Retailers,23192969_122520eBay InternationaleBay ,6,TV series,293666635,Last,11 - 13,01:40,Within,Z,6,6,01:00,Within
598,0.0484,0.0484,eBay ,Things.People.Love.,680,N/A,23179157,01141321,293669912,COMEDY CENTRAL,eBay International,Germany,eBay ,Online Retailers,20,American Dad,RETAILERS,,Monday   ,97683968,2025-12-01,13:20:45,Online Retailers,23179157_102520eBay InternationaleBay ,1,TV series,293669912,First,13 - 17,02:08,Within,A,7,1,00:55,Within
616,0.0296,0.0296,eBay ,Things.People.Love.,860,N/A,23179157,01171628,293678471,COMEDY CENTRAL,eBay International,Germany,eBay ,Online Retailers,20,South Park,RETAILERS,,Monday   ,97683975,2025-12-01,16:23:16,Online Retailers,23179157_102520eBay InternationaleBay ,2,TV series,293678471,None,13 - 17,04:00,Within,B,13,2,01:55,Within
624,0.0549,0.0549,eBay ,Things.People.Love.,975,N/A,23179144,01211731,293682201,COMEDY CENTRAL,eBay International,Germany,eBay ,Online Retailers,15,American Dad,RETAILERS,,Monday   ,97683978,2025-12-01,17:18:41,Online Retailers,23179144_102515eBay InternationaleBay ,3,TV series,293682201,None,17 - 20,03:05,Within,C,9,3,01:10,Within
641,0.0643,0.0643,eBay ,Things.People.Love.,2400,N/A,23179110,01271938,293689712,COMEDY CENTRAL,eBay International,Germany,eBay ,Online Retailers,20,Bob's Burgers,RETAILERS,,Monday   ,97683985,2025-12-01,19:53:18,Online Retailers,23179110_102520eBay InternationaleBay ,8,TV series,293689712,None,17 - 20,03:02,Within,X,10,8,01:35,Within
648,0.0838,0.0838,eBay ,Things.People.Love.,4180,N/A,23179157,01362040,293693271,COMEDY CENTRAL,eBay International,Germany,eBay ,Online Retailers,20,Futurama,RETAILERS,,Monday   ,97683987,2025-12-01,20:47:21,Online Retailers,23179157_102520eBay InternationaleBay ,7,TV series,293693271,None,20 - 23,05:39,Within,M,21,7,02:30,Within
661,0.0708,0.0708,eBay ,Things.People.Love.,3820,N/A,23179157,01342244,293700765,COMEDY CENTRAL,eBay International,Germany,eBay ,Online Retailers,20,Rick and Morty,RETAILERS,,Monday   ,97683991,2025-12-01,22:22:27,Online Retailers,23179157_102520eBay InternationaleBay ,9,TV series,293700765,None,20 - 23,02:53,Within,Y,10,9,00:55,Within
668,0.0658,0.0658,eBay ,Things.People.Love.,1665,N/A,23179144,01262347,293702186,COMEDY CENTRAL,eBay International,Germany,eBay ,Online Retailers,15,Star Trek: Lower Decks,RETAILERS,,Monday   ,97683994,2025-12-01,23:29:03,Online Retailers,23179144_102515eBay InternationaleBay ,11,TV series,293702186,None,23 - 00,05:26,Within,Y,12,11,00:55,Within
672,0.0441,0.0441,eBay ,Things.People.Love.,960,N/A,23192969,01180050,293706880,COMEDY CENTRAL,eBay International,Germany,eBay ,Online Retailers,20,Modern Family,RETAILERS,,Tuesday  ,97690406,2025-12-02,00:39:09,Online Retailers,23192969_122520eBay InternationaleBay ,1,TV series,293706880,First,00 - 03,01:10,Within,A,3,1,00:40,Within
678,0.0159,0.0159,eBay ,Things.People.Love.,280,N/A,23179157,01060602,293712884,COMEDY CENTRAL,eBay International,Germany,eBay ,Online Retailers,20,The Cleveland Show,RETAILERS,,Tuesday  ,97690418,2025-12-02,06:26:26,Online Retailers,23179157_102520eBay InternationaleBay ,7,TV series,293712884,Last,06 - 09,01:45,Within,Z,7,7,01:00,Within
695,0.0376,0.0376,eBay ,Things.People.Love.,255,N/A,23193081,01071012,293727158,COMEDY CENTRAL,eBay International,Germany,eBay ,Online Retailers,15,Alle hassen Chris,RETAILERS,,Tuesday  ,97690428,2025-12-02,10:08:53,Online Retailers,23193081_122515eBay InternationaleBay ,3,TV series,293727158,None,09 - 11,04:08,Within,C,14,3,01:20,Within
706,0.0491,0.0491,eBay ,Things.People.Love.,440,N/A,23179157,01091116,293730048,COMEDY CENTRAL,eBay International,Germany,eBay ,Online Retailers,20,Malcolm mittendrin,RETAILERS,,Tuesday  ,97690432,2025-12-02,11:52:50,Online Retailers,23179157_102520eBay InternationaleBay ,9,TV series,293730048,Last,11 - 13,02:38,Within,Z,9,9,01:00,Within
717,0.0383,0.0383,eBay ,Things.People.Love.,510,N/A,23179144,01141322,293737023,COMEDY CENTRAL,eBay International,Germany,eBay ,Online Retailers,15,American Dad,RETAILERS,,Tuesday  ,97690438,2025-12-02,13:38:46,Online Retailers,23179144_102515eBay InternationaleBay ,5,TV series,293737023,None,13 - 17,02:10,Within,X,7,5,00:50,Within
723,0.0549,0.0549,eBay ,Things.People.Love.,800,N/A,23179110,01161525,293742539,COMEDY CENTRAL,eBay International,Germany,eBay ,Online Retailers,20,Bob's Burgers,RETAILERS,,Tuesday  ,97690441,2025-12-02,15:08:35,Online Retailers,23179110_102520eBay InternationaleBay ,4,TV series,293742539,None,13 - 17,01:35,Within,X,6,4,00:40,Within
729,0.0614,0.0614,eBay ,Things.People.Love.,600,N/A,23179144,01161527,293742552,COMEDY CENTRAL,eBay International,Germany,eBay ,Online Retailers,15,Bob's Burgers,RETAILERS,,Tuesday  ,97690443,2025-12-02,15:41:55,Online Retailers,23179144_102515eBay InternationaleBay ,5,TV series,293742552,Last,13 - 17,01:32,Within,Z,5,5,01:12,Within
735,0.0282,0.0282,eBay ,Things.People.Love.,860,N/A,23179157,01171629,293745051,COMEDY CENTRAL,eBay International,Germany,eBay ,Online Retailers,20,South Park,RETAILERS,,Tuesday  ,97690445,2025-12-02,16:29:38,Online Retailers,23179157_102520eBay InternationaleBay ,6,TV series,293745051,None,13 - 17,04:23,Within,M,14,6,02:25,Within
741,0.0585,0.0585,eBay ,Things.People.Love.,975,N/A,23179026,01211731,293749728,COMEDY CENTRAL,eBay International,Germany,eBay ,Online Retailers,15,American Dad,RETAILERS,,Tuesday  ,97690447,2025-12-02,17:16:57,Online Retailers,23179026_102515eBay InternationaleBay ,5,TV series,293749728,None,17 - 20,03:41,Within,M,13,5,01:15,Within
746,0.0766,0.0766,eBay ,Things.People.Love.,1440,N/A,23179157,01221834,293754030,COMEDY CENTRAL,eBay International,Germany,eBay ,Online Retailers,20,Malcolm mittendrin,RETAILERS,,Tuesday  ,97690450,2025-12-02,18:34:45,Online Retailers,23179157_102520eBay InternationaleBay ,10,TV series,293754030,None,17 - 20,03:41,Within,Y,11,10,00:45,Within
757,0.0694,0.0694,eBay ,Things.People.Love.,1800,N/A,23179144,01271938,293757100,COMEDY CENTRAL,eBay International,Germany,eBay ,Online Retailers,15,Bob's Burgers,RETAILERS,,Tuesday  ,97690454,2025-12-02,19:53:50,Online Retailers,23179144_102515eBay InternationaleBay ,10,TV series,293757100,None,17 - 20,03:52,Within,M,13,10,01:42,Within
763,0.0773,0.0773,eBay ,Things.People.Love.,3660,N/A,23192969,01332040,293761476,COMEDY CENTRAL,eBay International,Germany,eBay ,Online Retailers,20,Futurama,RETAILERS,,Tuesday  ,97690456,2025-12-02,20:45:22,Online Retailers,23192969_122520eBay InternationaleBay ,8,TV series,293761476,None,20 - 23,05:55,Within,M,20,8,01:27,Within
770,0.0239,0.0239,eBay ,Things.People.Love.,3135,N/A,23179144,01362143,293764387,COMEDY CENTRAL,eBay International,Germany,eBay ,Online Retailers,15,South Park,RETAILERS,,Tuesday  ,97690459,2025-12-02,21:43:49,Online Retailers,23179144_102515eBay InternationaleBay ,4,TV series,293764387,None,20 - 23,03:41,Within,M,10,4,00:35,Within
777,0.0571,0.0571,eBay ,Things.People.Love.,1365,N/A,23193081,01242347,293772571,COMEDY CENTRAL,eBay International,Germany,eBay ,Online Retailers,15,The Daily Show,RETAILERS,,Tuesday  ,97690463,2025-12-02,23:30:18,Online Retailers,23193081_122515eBay InternationaleBay ,5,Talkshow,293772571,None,23 - 00,05:20,Within,M,17,5,01:05,Within
784,0.0398,0.0398,eBay ,Things.People.Love.,720,N/A,23179144,01180050,293773308,COMEDY CENTRAL,eBay International,Germany,eBay ,Online Retailers,15,Modern Family,RETAILERS,,Wednesday,97696453,2025-12-03,00:39:49,Online Retailers,23179144_102515eBay InternationaleBay ,1,TV series,293773308,First,00 - 03,02:30,Within,A,7,1,01:05,Within
800,0.0282,0.0282,eBay ,Things.People.Love.,380,N/A,23179157,01080909,293790490,COMEDY CENTRAL,eBay International,Germany,eBay ,Online Retailers,20,American Dad,RETAILERS,,Wednesday,97696473,2025-12-03,09:05:17,Online Retailers,23179157_102520eBay InternationaleBay ,4,TV series,293790490,None,09 - 11,01:20,Within,Y,5,4,00:20,Within
818,0.0361,0.0361,eBay ,Things.People.Love.,510,N/A,23179144,01141321,293802857,COMEDY CENTRAL,eBay International,Germany,eBay ,Online Retailers,15,American Dad,RETAILERS,,Wednesday,97696485,2025-12-03,13:30:55,Online Retailers,23179144_102515eBay InternationaleBay ,1,TV series,293802857,First,13 - 17,02:45,Within,A,10,1,00:45,Within
831,0.0304,0.0304,eBay ,Things.People.Love.,645,N/A,23179026,01171629,293810641,COMEDY CENTRAL,eBay International,Germany,eBay ,Online Retailers,15,South Park,RETAILERS,,Wednesday,97696493,2025-12-03,16:29:02,Online Retailers,23179026_102515eBay InternationaleBay ,2,TV series,293810641,None,13 - 17,02:55,Within,B,8,2,00:15,Within
842,0.0882,0.0882,eBay ,Things.People.Love.,2220,N/A,23179110,01261936,293817538,COMEDY CENTRAL,eBay International,Germany,eBay ,Online Retailers,20,Malcolm mittendrin,RETAILERS,,Wednesday,97696499,2025-12-03,19:01:54,Online Retailers,23179110_102520eBay InternationaleBay ,3,TV series,293817538,None,17 - 20,02:25,Within,C,8,3,00:50,Within
845,0.0571,0.0571,eBay ,Things.People.Love.,2220,N/A,23179157,01261938,293817554,COMEDY CENTRAL,eBay International,Germany,eBay ,Online Retailers,20,Bob's Burgers,RETAILERS,,Wednesday,97696501,2025-12-03,19:50:01,Online Retailers,23179157_102520eBay InternationaleBay ,4,TV series,293817554,None,17 - 20,03:24,Within,M,12,4,01:05,Within
854,0.0701,0.0701,eBay ,Things.People.Love.,3660,N/A,23179157,01332040,293823238,COMEDY CENTRAL,eBay International,Germany,eBay ,Online Retailers,20,Futurama,RETAILERS,,Wednesday,97696503,2025-12-03,20:44:56,Online Retailers,23179157_102520eBay InternationaleBay ,10,TV series,293823238,None,20 - 23,05:45,Within,M,20,10,02:25,Within
871,0.0636,0.0636,eBay ,Things.People.Love.,3820,N/A,23192969,01342245,293828696,COMEDY CENTRAL,eBay International,Germany,eBay ,Online Retailers,20,Rick and Morty,RETAILERS,,Wednesday,97696508,2025-12-03,22:28:50,Online Retailers,23192969_122520eBay InternationaleBay ,2,TV series,293828696,None,20 - 23,02:42,Within,B,10,2,01:00,Within
166,0.0282,0.0282,eBay ,Things.People.Love.,0,N/A,23179110,N/A,293693439,NICK,eBay International,Germany,eBay ,Online Retailers,20,Bob's Burgers,RETAILERS,,Monday   ,97685428,2025-12-01,20:53:19,Online Retailers,23179110_102520eBay InternationaleBay ,8,TV series,293693439,None,20 - 23,03:02,Within,X,10,8,01:35,Within
173,0.0383,0.0383,eBay ,Things.People.Love.,0,N/A,23179157,N/A,293697211,NICK,eBay International,Germany,eBay ,Online Retailers,20,Futurama,RETAILERS,,Monday   ,97685430,2025-12-01,21:47:22,Online Retailers,23179157_102520eBay InternationaleBay ,7,TV series,293697211,None,20 - 23,05:39,Within,M,21,7,02:30,Within
186,0.0267,0.0267,eBay ,Things.People.Love.,0,N/A,23179157,N/A,293702957,NICK,eBay International,Germany,eBay ,Online Retailers,20,Rick and Morty,RETAILERS,,Monday   ,97685434,2025-12-01,23:22:27,Online Retailers,23179157_102520eBay InternationaleBay ,9,TV series,293702957,None,23 - 00,02:53,Within,Y,10,9,00:55,Within
193,0.0239,0.0239,eBay ,Things.People.Love.,0,N/A,23179144,N/A,293707133,NICK,eBay International,Germany,eBay ,Online Retailers,15,Star Trek: Lower Decks,RETAILERS,,Tuesday  ,97690119,2025-12-02,00:29:03,Online Retailers,23179144_102515eBay InternationaleBay ,11,TV series,293707133,None,00 - 03,05:26,Within,Y,12,11,00:55,Within
204,0.0217,0.0217,eBay ,Things.People.Love.,0,N/A,23179144,N/A,293761670,NICK,eBay International,Germany,eBay ,Online Retailers,15,Bob's Burgers,RETAILERS,,Tuesday  ,97690152,2025-12-02,20:53:49,Online Retailers,23179144_102515eBay InternationaleBay ,10,TV series,293761670,None,20 - 23,03:52,Within,M,13,10,01:42,Within
210,0.026,0.026,eBay ,Things.People.Love.,0,N/A,23192969,N/A,293764911,NICK,eBay International,Germany,eBay ,Online Retailers,20,Futurama,RETAILERS,,Tuesday  ,97690154,2025-12-02,21:45:20,Online Retailers,23192969_122520eBay InternationaleBay ,8,TV series,293764911,None,20 - 23,05:55,Within,M,20,8,01:27,Within
217,0.0224,0.0224,eBay ,Things.People.Love.,0,N/A,23179144,N/A,293768999,NICK,eBay International,Germany,eBay ,Online Retailers,15,South Park,RETAILERS,,Tuesday  ,97690157,2025-12-02,22:43:47,Online Retailers,23179144_102515eBay InternationaleBay ,4,TV series,293768999,None,20 - 23,03:41,Within,M,10,4,00:35,Within
224,0.013,0.013,eBay ,Things.People.Love.,0,N/A,23193081,N/A,293774369,NICK,eBay International,Germany,eBay ,Online Retailers,15,The Daily Show,RETAILERS,,Wednesday,97695416,2025-12-03,00:30:16,Online Retailers,23193081_122515eBay InternationaleBay ,5,Talkshow,293774369,None,00 - 03,05:20,Within,M,17,5,01:05,Within
